,0,1,2,3,4
10.0,0.5000000000000001,0.5,0.5,0.5,0.4999999999999999
3.1622776601683795,0.6389388984866162,0.647749298953218,0.6112954331703901,0.654623636598033,0.6490354570497917
1.0,0.6599229298924126,0.6267341145887914,0.6628410570686826,0.6253575779101965,0.6192914745549866
0.31622776601683794,0.6223356857948891,0.6601186346526078,0.6546166608123081,0.6686739319501237,0.6123911655768111
0.1,0.6666725012072224,0.6725269827879652,0.6673649643382245,0.652107409274907,0.6331843857772558
0.03162277660168379,0.6675703826690115,0.6730919505715666,0.6349160105163355,0.6425831076293979,0.6599001888276927
0.01,0.6729599233676798,0.6592847684380055,0.675576125497755,0.6622426590523629,0.6691224704324648
0.0031622776601683794,0.6852731267329609,0.6486507342345157,0.6797747139294048,0.6762191260266391,0.6554903732889105
0.001,0.6797691156556173,0.6357429088185599,0.6823271586502002,0.6601973523791075,0.6735162438666894
0.00031622776601683794,0.6532654120373014,0.6510429563373603,0.6515480158212079,0.6683123878412149,0.6681902179245124
0.0001,0.6760338128711509,0.6759404725183095,0.6808461269059819,0.649933924507291,0.6657612559528959
3.1622776601683795e-05,0.6818025908320644,0.6510966131993424,0.6862087739921165,0.6611475551737016,0.6575902989442248
1e-05,0.6788272743558763,0.66078460960897,0.6452867206187266,0.6425287657861992,0.6676378200974478
3.162277660168379e-06,0.6796756842679874,0.6664189501644042,0.6719160582760603,0.6590256250843333,0.6850390797631699
1e-06,0.6925985774366523,0.6199684527570266,0.6812327554994504,0.6648243611317974,0.6727391463749
3.162277660168379e-07,0.6803417352607066,0.6652653236951175,0.6545560675313375,0.6631789260222017,0.6529410483041465
1e-07,0.667754119516335,0.6569726655174833,0.6694597313793407,0.6647149924641831,0.6674866716716773
3.162277660168379e-08,0.667754119516335,0.6689504911480665,0.6753009677556351,0.6455960171948236,0.6595738524337966
1e-08,0.667974926561953,0.6751330764973953,0.6834954059254591,0.6492136155810772,0.659540414327731
3.1622776601683795e-09,0.6743342371910656,0.6565832418857164,0.6640323023914615,0.6492136155810772,0.6576197225884041
1e-09,0.667974926561953,0.6595759563152678,0.6682671003474335,0.6492136155810772,0.6761672370666002
