,train,test
0.1,0.002651378799964732,1.300780006000241
0.2,0.004546818399830954,2.415676025600078
0.3,0.006932246799988206,2.9426753293999353
0.4,0.01038439060030214,3.5045745577997875
0.5,0.013212567399932595,3.3263719920001678
0.6,0.01743031840032927,3.110606884399931
0.7,0.022364236999965214,3.291311546399811
0.8,0.02587043959993025,2.235070915399774
0.9,0.03156760279998707,1.2700906092000879
