mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.06867256164550781,0.0023976790578541,0.004256248474121094,0.0005557458628260741,1,{'MLP__max_iter': 1},0.6607036635776307,0.6656215142693909,0.5608515989395821,0.5,0.6359330693910112,0.6046230013436141,0.06435610099882572,22,0.68222441000433,0.6600343425962056,0.5665461141716299,0.5,0.6280803910633733,0.6073770515671078,0.06633331332247698
0.14337420463562012,0.01730056152100999,0.0041600227355957035,0.0009484963827117287,2,{'MLP__max_iter': 2},0.625357294139394,0.6861225223918045,0.6679211518289789,0.5,0.6560817424429238,0.6270952619752742,0.06655409609867513,21,0.6313848770976473,0.67441206684327,0.686431692074772,0.5,0.6558207241446928,0.6296098720320764,0.06741636927703552
0.24136648178100586,0.003789780385158173,0.003726339340209961,9.203606913660417e-05,4,{'MLP__max_iter': 4},0.6755907724806325,0.6694945482795417,0.5,0.6922694996871344,0.6783562253121391,0.6431420939246882,0.07195905183788273,1,0.687363970954602,0.6591440638480598,0.5,0.6777154871780885,0.667847800068589,0.6384142644098679,0.06985016260559251
0.34889779090881345,0.05642966367586565,0.004337501525878906,0.0011605754022625736,8,{'MLP__max_iter': 8},0.5,0.6731219752549022,0.6487358416990868,0.6777922874856792,0.6660213090308718,0.6331273651395651,0.06730010759499787,2,0.5000000000000001,0.6632005304872464,0.6620406447068407,0.6704872661913065,0.6597851784303939,0.6311027239631575,0.0656493316263708
0.3482659816741943,0.06024800935709047,0.003913116455078125,0.0003860733893728511,16,{'MLP__max_iter': 16},0.5,0.6731219752549022,0.6487358416990868,0.6777922874856792,0.6660213090308718,0.6331273651395651,0.06730010759499787,2,0.5000000000000001,0.6632005304872464,0.6620406447068407,0.6704872661913065,0.6597851784303939,0.6311027239631575,0.0656493316263708
0.3499567985534668,0.08149359561669448,0.0043182373046875,0.000851235118739463,32,{'MLP__max_iter': 32},0.5,0.6731219752549022,0.6487358416990868,0.6777922874856792,0.6660213090308718,0.6331273651395651,0.06730010759499787,2,0.5000000000000001,0.6632005304872464,0.6620406447068407,0.6704872661913065,0.6597851784303939,0.6311027239631575,0.0656493316263708
0.3750868320465088,0.0687429576118333,0.0060638427734375,0.001633322051294049,64,{'MLP__max_iter': 64},0.5,0.6731219752549022,0.6487358416990868,0.6777922874856792,0.6660213090308718,0.6331273651395651,0.06730010759499787,2,0.5000000000000001,0.6632005304872464,0.6620406447068407,0.6704872661913065,0.6597851784303939,0.6311027239631575,0.0656493316263708
0.3667446613311768,0.0618939706410892,0.004187965393066406,0.0005312667796888373,128,{'MLP__max_iter': 128},0.5,0.6731219752549022,0.6487358416990868,0.6777922874856792,0.6660213090308718,0.6331273651395651,0.06730010759499787,2,0.5000000000000001,0.6632005304872464,0.6620406447068407,0.6704872661913065,0.6597851784303939,0.6311027239631575,0.0656493316263708
0.3547093391418457,0.055845843416387056,0.0038854122161865235,0.000288795691677962,256,{'MLP__max_iter': 256},0.5,0.6731219752549022,0.6487358416990868,0.6777922874856792,0.6660213090308718,0.6331273651395651,0.06730010759499787,2,0.5000000000000001,0.6632005304872464,0.6620406447068407,0.6704872661913065,0.6597851784303939,0.6311027239631575,0.0656493316263708
0.34822969436645507,0.05629419520612951,0.0038918495178222657,0.00045923467558588193,512,{'MLP__max_iter': 512},0.5,0.6731219752549022,0.6487358416990868,0.6777922874856792,0.6660213090308718,0.6331273651395651,0.06730010759499787,2,0.5000000000000001,0.6632005304872464,0.6620406447068407,0.6704872661913065,0.6597851784303939,0.6311027239631575,0.0656493316263708
0.3494128227233887,0.05958484499948287,0.004128217697143555,0.0005601056201586857,1024,{'MLP__max_iter': 1024},0.5,0.6731219752549022,0.6487358416990868,0.6777922874856792,0.6660213090308718,0.6331273651395651,0.06730010759499787,2,0.5000000000000001,0.6632005304872464,0.6620406447068407,0.6704872661913065,0.6597851784303939,0.6311027239631575,0.0656493316263708
0.3491813659667969,0.054535942517313564,0.003704547882080078,0.00013070410071170082,2048,{'MLP__max_iter': 2048},0.5,0.6731219752549022,0.6487358416990868,0.6777922874856792,0.6660213090308718,0.6331273651395651,0.06730010759499787,2,0.5000000000000001,0.6632005304872464,0.6620406447068407,0.6704872661913065,0.6597851784303939,0.6311027239631575,0.0656493316263708
0.3604439258575439,0.061809797409022,0.003921794891357422,0.0003728563937908569,2100,{'MLP__max_iter': 2100},0.5,0.6731219752549022,0.6487358416990868,0.6777922874856792,0.6660213090308718,0.6331273651395651,0.06730010759499787,2,0.5000000000000001,0.6632005304872464,0.6620406447068407,0.6704872661913065,0.6597851784303939,0.6311027239631575,0.0656493316263708
0.3684319019317627,0.07797458964858311,0.0038405895233154298,0.0003098170900321874,2200,{'MLP__max_iter': 2200},0.5,0.6731219752549022,0.6487358416990868,0.6777922874856792,0.6660213090308718,0.6331273651395651,0.06730010759499787,2,0.5000000000000001,0.6632005304872464,0.6620406447068407,0.6704872661913065,0.6597851784303939,0.6311027239631575,0.0656493316263708
0.3522960186004639,0.06115084256749289,0.004020023345947266,0.0007587498638918961,2300,{'MLP__max_iter': 2300},0.5,0.6731219752549022,0.6487358416990868,0.6777922874856792,0.6660213090308718,0.6331273651395651,0.06730010759499787,2,0.5000000000000001,0.6632005304872464,0.6620406447068407,0.6704872661913065,0.6597851784303939,0.6311027239631575,0.0656493316263708
0.353334379196167,0.06119928105171521,0.004207897186279297,0.0010160826479355632,2400,{'MLP__max_iter': 2400},0.5,0.6731219752549022,0.6487358416990868,0.6777922874856792,0.6660213090308718,0.6331273651395651,0.06730010759499787,2,0.5000000000000001,0.6632005304872464,0.6620406447068407,0.6704872661913065,0.6597851784303939,0.6311027239631575,0.0656493316263708
0.35262141227722166,0.06251215472730849,0.004126787185668945,0.0003851976332308162,2500,{'MLP__max_iter': 2500},0.5,0.6731219752549022,0.6487358416990868,0.6777922874856792,0.6660213090308718,0.6331273651395651,0.06730010759499787,2,0.5000000000000001,0.6632005304872464,0.6620406447068407,0.6704872661913065,0.6597851784303939,0.6311027239631575,0.0656493316263708
0.3482783317565918,0.06161532631948071,0.003629779815673828,0.00013155906949590944,2600,{'MLP__max_iter': 2600},0.5,0.6731219752549022,0.6487358416990868,0.6777922874856792,0.6660213090308718,0.6331273651395651,0.06730010759499787,2,0.5000000000000001,0.6632005304872464,0.6620406447068407,0.6704872661913065,0.6597851784303939,0.6311027239631575,0.0656493316263708
0.3487860679626465,0.05745185573247347,0.004054546356201172,0.0005753865382428906,2700,{'MLP__max_iter': 2700},0.5,0.6731219752549022,0.6487358416990868,0.6777922874856792,0.6660213090308718,0.6331273651395651,0.06730010759499787,2,0.5000000000000001,0.6632005304872464,0.6620406447068407,0.6704872661913065,0.6597851784303939,0.6311027239631575,0.0656493316263708
0.3497136116027832,0.05891220945686978,0.004320859909057617,0.0007421361084537836,2800,{'MLP__max_iter': 2800},0.5,0.6731219752549022,0.6487358416990868,0.6777922874856792,0.6660213090308718,0.6331273651395651,0.06730010759499787,2,0.5000000000000001,0.6632005304872464,0.6620406447068407,0.6704872661913065,0.6597851784303939,0.6311027239631575,0.0656493316263708
0.34525289535522463,0.058708097652814505,0.0036782264709472657,0.0003758510699090023,2900,{'MLP__max_iter': 2900},0.5,0.6731219752549022,0.6487358416990868,0.6777922874856792,0.6660213090308718,0.6331273651395651,0.06730010759499787,2,0.5000000000000001,0.6632005304872464,0.6620406447068407,0.6704872661913065,0.6597851784303939,0.6311027239631575,0.0656493316263708
0.35276317596435547,0.06167089701780949,0.0042149066925048825,0.0009580706187331377,3000,{'MLP__max_iter': 3000},0.5,0.6731219752549022,0.6487358416990868,0.6777922874856792,0.6660213090308718,0.6331273651395651,0.06730010759499787,2,0.5000000000000001,0.6632005304872464,0.6620406447068407,0.6704872661913065,0.6597851784303939,0.6311027239631575,0.0656493316263708
