,train,test
0.1,0.05268912039973657,0.015448232600465416
0.2,0.10662976819949108,0.014455780800562933
0.3,0.11224176680007077,0.013756057400314603
0.4,0.2024097883997456,0.010080306199961342
0.5,0.21587831580000055,0.008126385400100845
0.6,0.4364312682002492,0.005403450599624193
0.7,0.20741308539982128,0.00427818460011622
0.8,0.23444810920009332,0.002681747200040263
0.9,0.32374350060053986,0.001430723999874317
