,0,1,2,3,4
959,0.631866281866282,0.5779774639851663,0.5779774639851663,0.5779774639851663,0.5779774639851663
1007,0.6283645952534952,0.584290714041161,0.584290714041161,0.584290714041161,0.584290714041161
1055,0.6305665840940197,0.5913410408590347,0.5913410408590347,0.5913410408590347,0.5913410408590347
1103,0.6306189142323596,0.6022774230872538,0.6022774230872538,0.6022774230872538,0.6022774230872538
1151,0.6246679529122277,0.5977820193427995,0.5977820193427995,0.5977820193427995,0.5977820193427995
1199,0.6334693596432323,0.5847759762900975,0.5847759762900975,0.5847759762900975,0.5847759762900975
1247,0.6383102129634074,0.5929669007021062,0.5929669007021062,0.5929669007021062,0.5929669007021062
1295,0.6436706015857576,0.5870543706204286,0.5870543706204286,0.5870543706204286,0.5870543706204286
1343,0.6512243726145843,0.5857052144031077,0.5857052144031077,0.5857052144031077,0.5857052144031077
1391,0.6489393939393938,0.5913565559468292,0.5913565559468292,0.5913565559468292,0.5913565559468292
1439,0.654400387694212,0.5917478934116412,0.5917478934116412,0.5917478934116412,0.5917478934116412
1487,0.6475009660862893,0.5903676894892236,0.5903676894892236,0.5903676894892236,0.5903676894892236
1535,0.6461347743165925,0.5872862520259534,0.5872862520259534,0.5872862520259534,0.5872862520259534
1583,0.6423010607236925,0.5845353358993691,0.5845353358993691,0.5845353358993691,0.5845353358993691
1631,0.6388177391084366,0.5939962788378524,0.5939962788378524,0.5939962788378524,0.5939962788378524
1679,0.6342408370307274,0.5914285338558446,0.5914285338558446,0.5914285338558446,0.5914285338558446
1727,0.6338380210017123,0.5961050113476045,0.5961050113476045,0.5961050113476045,0.5961050113476045
1775,0.6414772145125852,0.5995543344139671,0.5995543344139671,0.5995543344139671,0.5995543344139671
1823,0.6401053049870854,0.605478320064361,0.605478320064361,0.605478320064361,0.605478320064361
1871,0.6423249490142757,0.6154770783141849,0.6154770783141849,0.6154770783141849,0.6154770783141849
1919,0.6417489105357601,0.6151059140684185,0.6151059140684185,0.6151059140684185,0.6151059140684185
2829,0.6367656665258289,0.6242718776149316,0.6242718776149316,0.6242718776149316,0.6242718776149316
3738,0.6403698082907423,0.6406621170028587,0.6406621170028587,0.6406621170028587,0.6406621170028587
4648,0.6571899973062764,0.6548654255433497,0.6548654255433497,0.6548654255433497,0.6548654255433497
5557,0.6530599369437944,0.6457634251641825,0.6519356386943927,0.6519356386943927,0.6519356386943927
6467,0.6514929728720175,0.6465447321946005,0.6525448895838717,0.6525448895838717,0.6525448895838717
7376,0.6517275438738116,0.64994683114917,0.6517718561984858,0.6517718561984858,0.6517718561984858
8285,0.6505892297747501,0.6496910580620987,0.65617816701302,0.65617816701302,0.65617816701302
9195,0.6528747717148269,0.6517571557800951,0.659920144731394,0.659920144731394,0.659920144731394
10104,0.6556543614596501,0.6535580757332136,0.6637661298860176,0.6579355818364072,0.6579355818364072
11014,0.657394897897006,0.6549200142433867,0.661378809344271,0.6579205377804171,0.6579205377804171
11923,0.6637291142923792,0.6577292256448894,0.662864933468907,0.6592378083225029,0.6592378083225029
12833,0.6608296659143978,0.6572501271591156,0.6620290311124981,0.6601011031221851,0.6601011031221851
13742,0.6611125830251514,0.6612313174243958,0.664838396104334,0.6581856244388338,0.6581856244388338
14651,0.6604256577885063,0.6619235607081361,0.6647617768261423,0.6582588737504699,0.6594179928262859
15561,0.6627156460359238,0.6648155424172165,0.6668150569164037,0.6610077683980167,0.6600582472811534
16470,0.6633491836953719,0.6602752745787546,0.6663889397795074,0.6594062487554507,0.6616120218579234
17380,0.663851434360751,0.6615695381171874,0.6690421217315462,0.6607442154775601,0.6617260907432188
18289,0.6644157273599944,0.6622197869022644,0.6667445389904572,0.6600538000112934,0.6639499121265379
19199,0.6652247871313941,0.66292930092724,0.6666311633692773,0.6625692208001797,0.6658462491627479
