,0,1,2,3,4
959,0.5,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001
1007,0.5000000000000001,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994
1055,0.6330720418066442,0.5,0.5,0.5,0.5
1103,0.6283154287355968,0.5,0.5,0.5,0.5
1151,0.5,0.5388016368441494,0.5388016368441494,0.5388016368441494,0.5388016368441494
1199,0.5,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999
1247,0.6835129362069793,0.5,0.5,0.5,0.5
1295,0.5,0.5,0.5,0.5,0.5
1343,0.4999999999999999,0.5,0.5,0.5,0.5
1391,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001
1439,0.5,0.5844713922647372,0.5844713922647372,0.5844713922647372,0.5844713922647372
1487,0.6121435685866838,0.5671622976811415,0.5671622976811415,0.5671622976811415,0.5671622976811415
1535,0.5991989828353464,0.5820504495372644,0.5820504495372644,0.5820504495372644,0.5820504495372644
1583,0.6304685378969378,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994
1631,0.4999999999999998,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994
1679,0.7103849103938095,0.4999999999999998,0.4999999999999998,0.4999999999999998,0.4999999999999998
1727,0.6771256151442222,0.4999999999999998,0.4999999999999998,0.4999999999999998,0.4999999999999998
1775,0.4999999999999999,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001
1823,0.6627955493741308,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001
1871,0.558201903467029,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001
1919,0.6780136503460651,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999994
2829,0.6849008391146542,0.6400455874344563,0.6400455874344563,0.6400455874344563,0.6400455874344563
3738,0.6699391454711437,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001
4648,0.7013633234563467,0.669621321237397,0.669621321237397,0.669621321237397,0.669621321237397
5557,0.6783694588185125,0.6687683538065953,0.6502704602968747,0.6502704602968747,0.6502704602968747
6467,0.6508748547745193,0.6447309586392337,0.6290816720300394,0.6290816720300394,0.6290816720300394
7376,0.6573130204091466,0.6493092698496692,0.6503385948314496,0.6503385948314496,0.6503385948314496
8285,0.6671049747972824,0.6389669070664545,0.6273692692650239,0.6273692692650239,0.6273692692650239
9195,0.6690643294816432,0.6562136237177627,0.6862210534458911,0.6862210534458911,0.6862210534458911
10104,0.6678666339718179,0.6622005322262929,0.682608157666384,0.6769275159293465,0.6769275159293465
11014,0.6642294384906582,0.6613272532352291,0.6246064978787256,0.6615954987558892,0.6615954987558892
11923,0.6867507987713836,0.6384073096014313,0.6766531783826576,0.6690897623152218,0.6690897623152218
12833,0.6797318693011455,0.6652648031082514,0.6588724021917646,0.6707146391901997,0.6707146391901997
13742,0.674443585827921,0.6372706420611703,0.6567614517978816,0.613763264115191,0.613763264115191
14651,0.6355720734839757,0.6784144552679391,0.6660623601550658,0.6526378842216243,0.6585827575351488
15561,0.6472126122918362,0.6677567975888975,0.6561622171409122,0.6696048577802178,0.6450174577249209
16470,0.6760512400802225,0.6554928237879023,0.6911016429474771,0.6707792444999772,0.6776541764246682
17380,0.668689090703408,0.6510731559549712,0.6768566740352377,0.6701918660968026,0.6516556336625516
18289,0.6734081130034792,0.6312967600978181,0.6741173470939046,0.6170727685765541,0.6677119687807038
19199,0.6796756842679874,0.6534014253349515,0.665848019997876,0.6660001983586312,0.6810685650018669
